ortho	phon	lemme	cgram	genre	nombre	
non-vie	n§vi	non-vie	NOM	f	s	
obscurcissement	OpskyRsis°m@	obscurcissement	NOM	m	s	
larges	laRZ	large	NOM	m	p	
tripot	tRipo	tripot	NOM	m	s	
boniment	bonim@	boniment	NOM	m	s	
tradition	tRadisj§	tradition	NOM	f	s	
préparatifs	pRepaRatif	préparatif	NOM	m	p	
lettone	lEtOn	lettone	NOM	f	s	
schémas	Sema	schéma	NOM	m	p	
écoeurements	ek9R°m@	écoeurement	NOM	m	p	
bidule	bidyl	bidule	NOM	m	s	
noceurs	nos9R	noceur	NOM	m	p	
arc	aRk	arc	NOM	m	s	
capsules	kapsyl	capsule	NOM	f	p	
usine	yzin	usine	NOM	f	s	
mélomane	meloman	mélomane	NOM		s	
salopettes	salopEt	salopette	NOM	f	p	
holà	ola	holà	NOM	m		
grègues	gREg	grègues	NOM	f	p	
miellées	mjEle	miellé	NOM	f	p	
limandes	lim@d	limande	NOM	f	p	
enjambeur	@Z@b9R	enjambeur	NOM	m	s	
mitrailleuse	mitRaj2z	mitrailleur	NOM	f	s	
mot-clé	mokle	mot-clé	NOM	m	s	
lactation	laktasj§	lactation	NOM	f	s	
analyste	analist	analyste	NOM		s	
stradivarius	stRadivaRjys	stradivarius	NOM	m		
apostat	aposta	apostat	NOM	m	s	
conga	k§ga	conga	NOM	f	s	
mauve	mov	mauve	NOM		s	
accolades	akolad	accolade	NOM	f	p	
invitation	5vitasj§	invitation	NOM	f	s	
lands	l@d	land	NOM	m	p	
travailleuses	tRavaj2z	travailleur	NOM	f	p	
acquittés	akite	acquitté	NOM	m	p	
kabyle	kabil	kabyle	NOM		s	
grappillon	gRapij§	grappillon	NOM	m	s	
cubitainer	kybitEn9R	cubitainer	NOM	m	s	
paternalisme	patERnalizm	paternalisme	NOM	m	s	
languettes	l@gEt	languette	NOM	f	p	
cocagnes	kokaN	cocagne	NOM	f	p	
chronomètre	kRonomEtR	chronomètre	NOM	m	s	
étincellement	et5sEl°m@	étincellement	NOM	m	s	
djinns	dZin	djinn	NOM	m	p	
audiophile	odjofil	audiophile	NOM		s	
nabot	nabo	nabot	NOM	m	s	
vallon	val§	vallon	NOM	m	s	
difformités	difORmite	difformité	NOM	f	p	
autodiscipline	otodisiplin	autodiscipline	NOM	f	s	
rampant	R@p@	rampant	NOM	m	s	
doute	dut	doute	NOM	m	s	
dorades	doRad	dorade	NOM	f	p	
ruisseau	R8iso	ruisseau	NOM	m	s	
moustiques	mustik	moustique	NOM	m	p	
court-circuit	kuRsiRk8i	court-circuit	NOM	m	s	
extrême	EkstREm	extrême	NOM	m	s	
manganite	m@ganit	manganite	NOM	m	s	
agrégatifs	agRegatif	agrégatif	NOM	m	p	
cerque	sERk	cerque	NOM	m	s	
conjoncteur	k§Z§kt9R	conjoncteur	NOM	m	s	
poils	pwal	poil	NOM	m	p	
oncologues	§kolOg	oncologue	NOM		p	
gentamicine	Z@tamisin	gentamicine	NOM	f	s	
bouviers	buvje	bouvier	NOM	m	p	
cent	s@	cent	NOM	m		
manoir	manwaR	manoir	NOM	m	s	
thermoformage	tERmofORmaZ	thermoformage	NOM	m	s	
crépis	kRepi	crépi	NOM	m	p	
tequila	tekila	tequila	NOM	f	s	
manivelle	manivEl	manivelle	NOM	f	s	
habilitations	abilitasj§	habilitation	NOM	f	p	
devoir	d°vwaR	devoir	NOM	m	s	
merlu	mERly	merlu	NOM	m	s	
diffusion	difyzj§	diffusion	NOM	f	s	
jardinerie	ZaRdin°Ri	jardinerie	NOM	f	s	
immatérialité	imateRjalite	immatérialité	NOM	f	s	
framboises	fR@bwaz	framboise	NOM	f	p	
milk shake	milkSEjk	milk-shake	NOM	m	s	
mâts	ma	mât	NOM	m	p	
druides	dR8id	druide	NOM	m	p	
hôtelier	ot°lje	hôtelier	NOM	m	s	
acquêt	akE	acquêt	NOM	m	s	
gambas	g@bas	gamba	NOM	f	p	
participe	paRtisip	participe	NOM	m	s	
décigramme	desigRam	décigramme	NOM	m	s	
tourde	tuRd	tourd	NOM	f	s	
burgraviat	byRgRavja	burgraviat	NOM	m	s	
cornouilles	kORnuj	cornouille	NOM	f	p	
préséances	pRese@s	préséance	NOM	f	p	
ex-boxeur	EksbOks9R	ex-boxeur	NOM	m	s	
dessert	desER	dessert	NOM	m	s	
nubien	nybj5	nubien	NOM	m	s	
ordonnateur	ORdonat9R	ordonnateur	NOM	m	s	
puciers	pysje	pucier	NOM	m	p	
sylve	silv	sylve	NOM	f	s	
entrepôt	@tR°po	entrepôt	NOM	m	s	
esquimaux	Eskimo	esquimau	NOM	m	p	
fumeron	fym°R§	fumeron	NOM	m	s	
dolmans	dOlm@	dolman	NOM	m	p	
ex-taulard	EkstolaR	ex-taulard	NOM	m	s	
pommard	pomaR	pommard	NOM	m	s	
loupé	lupe	loupé	NOM	m	s	
chapeau	Sapo	chapeau	NOM	m	s	
planning	planiG	planning	NOM	m	s	
niçoise	niswaz	niçois	NOM	f	s	
contrevents	k§tR°v@	contrevent	NOM	m	p	
habillage	abijaZ	habillage	NOM	m	s	
virginal	viRZinal	virginal	NOM	m	s	
glaires	glER	glaire	NOM	f	p	
verseuses	vERs2z	verseur	NOM	f	p	
margrave	maRgRav	margrave	NOM	m	s	
cohabitation	koabitasj§	cohabitation	NOM	f	s	
trombines	tR§bin	trombine	NOM	f	p	
rillons	Rij§	rillons	NOM	m	p	
transpiration	tR@spiRasj§	transpiration	NOM	f	s	
fraudeurs	fRod9R	fraudeur	NOM	m	p	
corpuscule	kORpyskyl	corpuscule	NOM	f	s	
dedans	d°d@	dedans	NOM	m		
sol	sOl	sol	NOM	m	s	
boggie	bogi	boggie	NOM	m	s	
rayonne	REjOn	rayon	NOM	f	s	
tache	taS	tache	NOM	f	s	
fretins	fR°t5	fretin	NOM	m	p	
perdante	pERd@t	perdant	NOM	f	s	
crayons-feutres	kREj§f2tR	crayon-feutre	NOM	m	p	
fratries	fRatRi	fratrie	NOM	f	p	
courtils	kuRtil	courtil	NOM	m	p	
étranger	etR@Ze	étranger	NOM	m	s	
ombrelle	§bREl	ombrelle	NOM	f	s	
trottinettes	tRotinEt	trottinette	NOM	f	p	
médicamentation	medikam@tasj§	médicamentation	NOM	f	s	
banquières	b@kjER	banquier	NOM	f	p	
laides	lEd	laid	NOM	f	p	
chaouchs	SauS	chaouch	NOM	m	p	
fil-à-fil	filafil	fil-à-fil	NOM	m		
potions	posj§	potion	NOM	f	p	
pistaches	pistaS	pistache	NOM	f	p	
réclusion	Reklyzj§	réclusion	NOM	f	s	
fouets	fwE	fouet	NOM	m	p	
eurasien	2Razj5	eurasien	NOM	m	s	
cubain	kyb5	cubain	NOM	m	s	
mobilité	mobilite	mobilité	NOM	f	s	
térébinthe	teReb5t	térébinthe	NOM	m	s	
socs	sOk	soc	NOM	m	p	
ralingue	Ral5g	ralingue	NOM	f	s	
temporalités	t@poRalite	temporalité	NOM	f	p	
binettes	binEt	binette	NOM	f	p	
quolibet	kolibE	quolibet	NOM	m	s	
bouge	buZ	bouge	NOM	m	s	
calcination	kalsinasj§	calcination	NOM	f	s	
gastro-entérologues	gastRo@teRolOg	gastro-entérologue	NOM		p	
atterrages	atERaZ	atterrage	NOM	m	p	
calédoniens	kaledonj5	calédonien	NOM	m	p	
trypanosomes	tRipanozom	trypanosome	NOM	m	p	
magasinage	magazinaZ	magasinage	NOM	m	s	
permissions	pERmisj§	permission	NOM	f	p	
verse	vERs	verse	NOM	f	s	
guitariste	gitaRist	guitariste	NOM		s	
suppression	sypResj§	suppression	NOM	f	s	
caravelles	kaRavEl	caravelle	NOM	f	p	
foires	fwaR	foire	NOM	f	p	
psycholinguistes	psikol5g8ist	psycholinguiste	NOM		p	
bagnoles	baNOl	bagnole	NOM	f	p	
américium	ameRisjOm	américium	NOM	m	s	
chancres	S@kR	chancre	NOM	m	p	
moralités	moRalite	moralité	NOM	f	p	
suspense	syspEns	suspense	NOM		s	
prieurs	pRij9R	prieur	NOM	m	p	
tue-loup	tylu	tue-loup	NOM	m	s	
lobbying	lObijiG	lobbying	NOM	m	s	
embaumement	@bom°m@	embaumement	NOM	m	s	
homéopathe	omeopat	homéopathe	NOM		s	
télédiffusion	teledifyzj§	télédiffusion	NOM	f	s	
pelleteuse	pEl°t2z	pelleteur	NOM	f	s	
parures	paRyR	parure	NOM	f	p	
industries	5dystRi	industrie	NOM	f	p	
brisis	bRizi	brisis	NOM	m		
picotin	pikot5	picotin	NOM	m	s	
contrebassistes	k§tR°basist	contrebassiste	NOM		p	
message	mesaZ	message	NOM	m	s	
attelles	atEl	attelle	NOM	f	p	
acuponcture	akyp§ktyR	acuponcture	NOM	f	s	
communautés	komynote	communauté	NOM	f	p	
muesli	m82sli	muesli	NOM	m	s	
trébuchements	tRebyS°m@	trébuchement	NOM	m	p	
isoloirs	izolwaR	isoloir	NOM	m	p	
albanaise	albanEz	albanais	NOM	f	s	
myasthénie	mjasteni	myasthénie	NOM	f	s	
opprimés	opRime	opprimé	NOM	m	p	
flaireurs	flER9R	flaireur	NOM	m	p	
bas-fond	baf§	bas-fond	NOM	m	s	
dosages	dozaZ	dosage	NOM	m	p	
natif	natif	natif	NOM	m	s	
bizut	bizy	bizut	NOM	m	s	
salopette	salopEt	salopette	NOM	f	s	
apparaux	apaRo	apparaux	NOM	m	p	
bain-marie	b5maRi	bain-marie	NOM	m	s	
poudroiement	pudRwam@	poudroiement	NOM	m	s	
croulement	kRul°m@	croulement	NOM	m	s	
diabétique	djabetik	diabétique	NOM		s	
tubercule	tybERkyl	tubercule	NOM	m	s	
hickory	ikoRi	hickory	NOM	m	s	
expatriation	EkspatRijasj§	expatriation	NOM	f	s	
bienveillance	bj5vEj@s	bienveillance	NOM	f	s	
anxiété	@ksjete	anxiété	NOM	f	s	
jeans	dZins	jean	NOM	m	p	
liard	ljaR	liard	NOM	m	s	
dao	dao	dao	NOM	m	s	
montre-gousset	m§tRgusE	montre-gousset	NOM	f	s	
octrois	OktRwa	octroi	NOM	m	p	
foil	fOjl	foil	NOM	m	s	
lentille	l@tij	lentille	NOM	f	s	
rodages	RodaZ	rodage	NOM	m	p	
pastille	pastij	pastille	NOM	f	s	
ashkénaze	aSkenaz	ashkénaze	NOM		s	
jojoba	ZoZoba	jojoba	NOM	m	s	
déclivités	deklivite	déclivité	NOM	f	p	
concentrateur	k§s@tRat9R	concentrateur	NOM	m	s	
pédophile	pedofil	pédophile	NOM	m	s	
ordinateur	ORdinat9R	ordinateur	NOM	m	s	
chéfesse	SefEs	chéfesse	NOM	f	s	
cap	kap	cap	NOM	m	s	
saunas	sona	sauna	NOM	m	p	
bicoque	bikOk	bicoque	NOM	f	s	
flottements	flOt°m@	flottement	NOM	m	p	
soufflants	sufl@	soufflant	NOM	m	p	
inspectrice	5spEktRis	inspecteur	NOM	f	s	
datation	datasj§	datation	NOM	f	s	
co-auteur	koot9R	co-auteur	NOM	m	s	
tubards	tybaR	tubard	NOM	m	p	
ranches	R@nS	ranche	NOM	f	p	
résignation	ReziNasj§	résignation	NOM	f	s	
viandox	vj@dOks	viandox	NOM	m		
ivoirienne	ivwaRjEn	ivoirienne	NOM	f	s	
philarète	filaREt	philarète	NOM		s	
transcendantalistes	tR@s@d@talist	transcendantaliste	NOM		p	
demi-dieux	d°midj2	demi-dieux	NOM	m	p	
yards	jaR	yard	NOM	m	p	
magma	magma	magma	NOM	m	s	
humanoïde	ymanoid	humanoïde	NOM		s	
engourdissant	@guRdis@	engourdissant	NOM	m	s	
toto	toto	toto	NOM	m	s	
ivoirine	ivwaRin	ivoirin	NOM	f	s	
monadologie	mOnadOlOZi	monadologie	NOM	f	s	
enseignante	@sEN@t	enseignant	NOM	f	s	
armoise	aRmwaz	armoise	NOM	f	s	
philhellène	filElEn	philhellène	NOM	m	s	
dénonciatrice	den§sjatRis	dénonciateur	NOM	f	s	
ensevelissement	@s°v°lis°m@	ensevelissement	NOM	m	s	
bas-bleus	babl2	bas-bleu	NOM	m	p	
destructrice	destRyktRis	destructeur	NOM	f	s	
littéraire	liteRER	littéraire	NOM		s	
métros	metRo	métro	NOM	m	p	
balayures	balEjyR	balayure	NOM	f	p	
turlutte	tyRlyt	turlutte	NOM	f	s	
tourne-disques	tuRn°disk	tourne-disque	NOM	m	p	
sils	sil	sil	NOM	m	p	
paie	pE	paie	NOM	f	s	
algonquines	alg§kin	algonquin	NOM	f	p	
abrutissement	abRytis°m@	abrutissement	NOM	m	s	
apocryphes	apokRif	apocryphe	NOM	m	p	
frontières	fR§tjER	frontière	NOM	f	p	
poignard	pwaNaR	poignard	NOM	m	s	
coeurs	k9R	coeur	NOM	m	p	
high life	ajlajf	high life	NOM	m	s	
trombine	tR§bin	trombine	NOM	f	s	
smog	smOg	smog	NOM	m	s	
harmonies	aRmoni	harmonie	NOM	f	p	
spéculateurs	spekylat9R	spéculateur	NOM	m	p	
variance	vaRj@s	variance	NOM	f	s	
décollement	dekOl°m@	décollement	NOM	m	s	
crimes	kRim	crime	NOM	m	p	
comble	k§bl	comble	NOM	m	s	
galopine	galopin	galopin	NOM	f	s	
pique-feu	pikf2	pique-feu	NOM	m		
germinations	ZERminasj§	germination	NOM	f	p	
concrétion	k§kResj§	concrétion	NOM	f	s	
cantonais	k@tonE	cantonais	NOM	m		
kyste	kist	kyste	NOM	m	s	
possesseurs	poses9R	possesseur	NOM	m	p	
brucellose	bRysEloz	brucellose	NOM	f	s	
comptables	k§tabl	comptable	NOM		p	
indispensable	5disp@sabl	indispensable	NOM	m	s	
lapis-lazuli	lapizlazyli	lapis-lazuli	NOM	m		
archères	aRSER	archer	NOM	f	p	
prédestinations	pRedEstinasj§	prédestination	NOM	f	p	
uhlans	yl@	uhlan	NOM	m	p	
guinée	gine	guinée	NOM	f	s	
pépite	pepit	pépite	NOM	f	s	
découverts	dekuvER	découvert	NOM	m	p	
nourrisson	nuRis§	nourrisson	NOM	m	s	
blatte	blat	blatte	NOM	f	s	
zibeline	zib°lin	zibeline	NOM	f	s	
insomnieuse	5sOmnj2z	insomnieux	NOM	f	s	
acceptant	aksEpt@	acceptant	NOM	m	s	
soutenance	sut°n@s	soutenance	NOM	f	s	
togolais	togolE	togolais	NOM	m		
ex-amour	EksamuR	ex-amour	NOM	m	s	
monarchie	monaRSi	monarchie	NOM	f	s	
proteus	pROteys	proteus	NOM	m		
plumages	plymaZ	plumage	NOM	m	p	
petits-fils	p°tifis	petit-fils	NOM	m	p	
froid	fRwa	froid	NOM	m	s	
adon	ad§	adon	NOM	m	s	
mini-jupes	miniZyp	mini-jupe	NOM	f	p	
anastomoses	anastomoz	anastomose	NOM	f	p	
ignorance	iNoR@s	ignorance	NOM	f	s	
endoctrinement	@dOktRin°m@	endoctrinement	NOM	m	s	
plants	pl@	plant	NOM	m	p	
quibus	k8ibys	quibus	NOM	m		
silicium	silisjOm	silicium	NOM	m	s	
balbuzard	balbyzaR	balbuzard	NOM	m	s	
componction	k§p§ksj§	componction	NOM	f	s	
pébroque	pebROk	pébroque	NOM	m	s	
boîtes	bwat	boîte	NOM	f	p	
luthérienne	lyteRjEn	luthérien	NOM	f	s	
épatement	epat°m@	épatement	NOM	m	s	
hunier	ynje	hunier	NOM	m	s	
alboche	albOS	alboche	NOM		s	
treuil	tR9j	treuil	NOM	m	s	
accesseurs	aksEs9R	accesseur	NOM	m	p	
mânes	man	mânes	NOM	m	p	
crashes	kRaS	crashe	NOM	m	p	
trouvailles	tRuvaj	trouvaille	NOM	f	p	
magasiniers	magazinje	magasinier	NOM	m	p	
velcro	vElkRo	velcro	NOM	m	s	
bouche-à-bouche	buSabuS	bouche-à-bouche	NOM	m		
fiabilité	fjabilite	fiabilité	NOM	f	s	
mi-distance	midist@s	mi-distance	NOM	f	s	
écailler	ekaje	écailler	NOM	m	s	
exhortations	EgzORtasj§	exhortation	NOM	f	p	
boursicoteurs	buRsikot9R	boursicoteur	NOM	m	p	
shéol	SeOl	shéol	NOM	m	s	
paludes	palyd	palude	NOM	m	p	
engin	@Z5	engin	NOM	m	s	
donné	done	donné	NOM	m	s	
ascite	asit	ascite	NOM	f	s	
artérite	aRteRit	artérite	NOM	f	s	
promeneur	pRomn9R	promeneur	NOM	m	s	
mémorandum	memoR@dOm	mémorandum	NOM	m	s	
paros	paROs	paros	NOM	m		
caisson	kEs§	caisson	NOM	m	s	
avaleurs	aval9R	avaleur	NOM	m	p	
tortillon	tORtij§	tortillon	NOM	m	s	
cabans	kab@	caban	NOM	m	p	
in-octavos	inOktavo	in-octavos	NOM	m		
débroussailleuse	debRusaj2z	débroussailleur	NOM	f	s	
porte-flingues	pORt°fl5g	porte-flingue	NOM	m	p	
tontons	t§t§	tonton	NOM	m	p	
dollars	dolaR	dollar	NOM	m	p	
entreprises	@tR°pRiz	entreprise	NOM	f	p	
plaqueur	plak9R	plaqueur	NOM	m	s	
ligotage	ligotaZ	ligotage	NOM	m	s	
marathons	maRat§	marathon	NOM	m	p	
eucharistie	2kaRisti	eucharistie	NOM	f	s	
réticule	Retikyl	réticule	NOM	m	s	
oto rhino	otoRino	oto-rhino	NOM		s	
identifications	id@tifikasj§	identification	NOM	f	p	
abysse	abis	abysse	NOM	m	s	
hambourgeoises	@buRZwaz	hambourgeois	NOM	f	p	
quipos	kipo	quipo	NOM	m	p	
licorne	likORn	licorne	NOM	f	s	
neuropsychologue	n2RopsikolOg	neuropsychologue	NOM		s	
petites-bourgeoises	p°titbuRZwaz	petite-bourgeoise	NOM	f	p	
retombe	R°t§b	retombe	NOM	f	s	
rempailleurs	R@paj9R	rempailleur	NOM	m	p	
chasseresses	Sas°REs	chasseur	NOM	f	p	
serveuse	sERv2z	serveur	NOM	f	s	
toit	twa	toit	NOM	m	s	
personnalité	pERsonalite	personnalité	NOM	f	s	
bourses	buRs	bourse	NOM	f	p	
blocs	blOk	bloc	NOM	m	p	
chaloupes	Salup	chaloupe	NOM	f	p	
short	SORt	short	NOM	m	s	
offenseurs	of@s9R	offenseur	NOM	m	p	
bas-empire	baz@piR	bas-empire	NOM	m		
hyperlipidémie	ipERlipidemi	hyperlipidémie	NOM	f	s	
pilot	pilo	pilot	NOM	m	s	
phosphate	fOsfat	phosphate	NOM	m	s	
silice	silis	silice	NOM	f	s	
tréflières	tReflijER	tréflière	NOM	f	p	
pisteur	pist9R	pisteur	NOM	m	s	
rétablissement	Retablis°m@	rétablissement	NOM	m	s	
basilicum	bazilikOm	basilicum	NOM	m	s	
goyesques	gojEsk	goyesque	NOM		p	
culasse	kylas	culasse	NOM	f	s	
droguistes	dRogist	droguiste	NOM		p	
belvédères	bElvedER	belvédère	NOM	m	p	
cambodgien	k@bOdZj5	cambodgien	NOM	m	s	
roulé-boulé	Rulebule	roulé-boulé	NOM	m	s	
repoussage	R°pusaZ	repoussage	NOM	m	s	
pâturin	patyR5	pâturin	NOM	m	s	
demandeurs	d°m@d9R	demandeur	NOM	m	p	
tragique	tRaZik	tragique	NOM	m	s	
tracas	tRaka	tracas	NOM	m		
espadrille	EspadRij	espadrille	NOM	f	s	
intuitions	5t8isj§	intuition	NOM	f	p	
stepper	stEpe	stepper	NOM	m	s	
papilles	papij	papille	NOM	f	p	
crémateurs	kRemat9R	crémateur	NOM	m	p	
araire	aRER	araire	NOM	m	s	
berthas	bERta	bertha	NOM	f	p	
toréador	toReadOR	toréador	NOM	m	s	
curiste	kyRist	curiste	NOM		s	
adhérences	adeR@s	adhérence	NOM	f	p	
cosaques	kozak	cosaque	NOM		p	
gargouillis	gaRguji	gargouillis	NOM	m		
aplat	apla	aplat	NOM	m	s	
kyrielle	kiRjEl	kyrielle	NOM	f	s	
étrille	etRij	étrille	NOM	f	s	
irréalité	iRealite	irréalité	NOM	f	s	
demi-frère	d°mifRER	demi-frère	NOM	m	s	
siam	sjam	siam	NOM	m	s	
engraissement	@gREs°m@	engraissement	NOM	m	s	
hases	az	hase	NOM	f	p	
facétie	fasesi	facétie	NOM	f	s	
postérité	pOsteRite	postérité	NOM	f	s	
doigt	dwa	doigt	NOM	m	s	
patronyme	patRonim	patronyme	NOM	m	s	
mandataires	m@datER	mandataire	NOM		p	
flatteries	flat°Ri	flatterie	NOM	f	p	
boutiques	butik	boutique	NOM	f	p	
astringent	astR5Z@	astringent	NOM	m	s	
calculs	kalkyl	calcul	NOM	m	p	
bicorne	bikORn	bicorne	NOM	m	s	
parcmètres	paRkmEtR	parcmètre	NOM	m	p	
chique	Sik	chique	NOM	f	s	
grillon	gRij§	grillon	NOM	m	s	
lustres	lystR	lustre	NOM	m	p	
déperditions	depERdisj§	déperdition	NOM	f	p	
entremetteurs	@tR°mEt9R	entremetteur	NOM	m	p	
acclamations	aklamasj§	acclamation	NOM	f	p	
tuyère	t8ijER	tuyère	NOM	f	s	
bétonneurs	beton9R	bétonneur	NOM	m	p	
marquise	maRkiz	marquis	NOM	f	s	
probloc	pRoblOk	probloc	NOM	m	s	
imams	imam	imam	NOM	m	p	
dialogues	djalOg	dialogue	NOM	m	p	
pupazzo	pupadzo	pupazzo	NOM	m	s	
enflure	@flyR	enflure	NOM	f	s	
modelés	mod°le	modelé	NOM	m	p	
gemme	ZEm	gemme	NOM	f	s	
cilice	silis	cilice	NOM	m	s	
but	by	but	NOM	m	s	
frangine	fR@Zin	frangin	NOM	f	s	
incomplétude	5k§pletyd	incomplétude	NOM	f	s	
vasodilatation	vazodilatasj§	vasodilatation	NOM	f	s	
connaissements	konEs°m@	connaissement	NOM	m	p	
malveillances	malvEj@s	malveillance	NOM	f	p	
surboum	syRbum	surboum	NOM	f	s	
garde-pêche	gaRd°pES	garde-pêche	NOM	m	s	
morphinomane	mORfinoman	morphinomane	NOM		s	
déviant	devj@	déviant	NOM	m	s	
grattage	gRataZ	grattage	NOM	m	s	
vaticination	vatisinasj§	vaticination	NOM	f	s	
caténaire	katenER	caténaire	NOM	f	s	
participes	paRtisip	participe	NOM	m	p	
raclées	Rakle	raclée	NOM	f	p	
cagoules	kagul	cagoule	NOM	f	p	
macrolide	makRolid	macrolide	NOM	m	s	
corsaire	kORsER	corsaire	NOM		s	
nourrissage	nuRisaZ	nourrissage	NOM	m	s	
couilles	kuj	couille	NOM	f	p	
fonceur	f§s9R	fonceur	NOM	m	s	
incitation	5sitasj§	incitation	NOM	f	s	
batracien	batRasj5	batracien	NOM	m	s	
coïts	koit	coït	NOM	m	p	
embellie	@bEli	embellie	NOM	f	s	
divorcé	divORse	divorcé	NOM	m	s	
béryllium	beRiljOm	béryllium	NOM	m	s	
dix-neuvième	dizn9vjEm	dix-neuvième	NOM		s	
dévoilements	devwal°m@	dévoilement	NOM	m	p	
ourdissage	uRdisaZ	ourdissage	NOM	m	s	
torpilleurs	tORpij9R	torpilleur	NOM	m	p	
maestro	maEstRo	maestro	NOM	m	s	
conséquences	k§sek@s	conséquence	NOM	f	p	
moukère	mukER	moukère	NOM	f	s	
boulons	bul§	boulon	NOM	m	p	
conspiration	k§spiRasj§	conspiration	NOM	f	s	
plots	plo	plot	NOM	m	p	
traceur	tRas9R	traceur	NOM	m	s	
grincheuses	gR5S2z	grincheux	NOM	f	p	
elzévir	ElzeviR	elzévir	NOM	m	s	
furieux	fyRj2	furieux	NOM	m		
ramage	RamaZ	ramage	NOM	m	s	
vénézuélien	venez8elj5	vénézuélien	NOM	m	s	
langages	l@gaZ	langage	NOM	m	p	
bischof	biSOf	bischof	NOM	m	s	
tendelet	t@d°lE	tendelet	NOM	m	s	
réglisse	Reglis	réglisse	NOM	f	s	
antigravitation	@tigRavitasj§	antigravitation	NOM	f	s	
hérissement	eRis°m@	hérissement	NOM	m	s	
dictature	diktatyR	dictature	NOM	f	s	
adénosine	adenozin	adénosine	NOM	f	s	
écarté	ekaRte	écarté	NOM	m	s	
pique-assiettes	pikasjEt	pique-assiette	NOM		p	
incubateur	5kybat9R	incubateur	NOM	m	s	
affilié	afilje	affilié	NOM	m	s	
donnée	done	donnée	NOM	f	s	
chiqueuses	Sik2z	chiqueur	NOM	f	p	
chartreuses	SaRtR2z	chartreux	NOM	f	p	
quinzième	k5zjEm	quinzième	NOM		s	
incendiaires	5s@djER	incendiaire	NOM		p	
zloty	zloti	zloty	NOM	m	s	
réussites	Reysit	réussite	NOM	f	p	
convulsions	k§vylsj§	convulsion	NOM	f	p	
arsenaux	aRs2no	arsenal	NOM	m	p	
séquelles	sekEl	séquelle	NOM	f	p	
tisseuse	tis2z	tisseur	NOM	f	s	
barbelés	baRb°le	barbelé	NOM	m	p	
brandillons	bR@dij§	brandillon	NOM	m	p	
mollard	molaR	mollard	NOM	m	s	
trémoussement	tRemus°m@	trémoussement	NOM	m	s	
mythomanie	mitomani	mythomanie	NOM	f	s	
nom	n§	nom	NOM	m	s	
suspensoirs	sysp@swaR	suspensoir	NOM	m	p	
juives	Z8iv	juif	NOM	f	p	
emprunteur	@pR1t9R	emprunteur	NOM	m	s	
refoulements	R°ful°m@	refoulement	NOM	m	p	
blasphèmes	blasfEm	blasphème	NOM	m	p	
kicker	kike	kicker	NOM	m	s	
isoloir	izolwaR	isoloir	NOM	m	s	
welters	wEltER	welter	NOM	m	p	
pécheresses	peS°REs	pécheur	NOM	f	p	
libérales	libeRal	libéral	NOM	f	p	
trip	tRip	trip	NOM	m	s	
matafs	mataf	mataf	NOM	m	p	
salvadoriens	salvadoRj5	salvadorien	NOM	m	p	
chargements	SaRZ°m@	chargement	NOM	m	p	
boulimiques	bulimik	boulimique	NOM		p	
surexposition	syREkspozisj§	surexposition	NOM	f	s	
setters	setER	setter	NOM	m	p	
remontée	R°m§te	remontée	NOM	f	s	
coquelicots	kOk°liko	coquelicot	NOM	m	p	
nervosité	nERvozite	nervosité	NOM	f	s	
charbon	SaRb§	charbon	NOM	m	s	
démembrements	dem@bR°m@	démembrement	NOM	m	p	
chaluts	Saly	chalut	NOM	m	p	
pirojkis	piROSki	pirojki	NOM	m	p	
raffinements	Rafin°m@	raffinement	NOM	m	p	
demi-sang	d°mis@	demi-sang	NOM	m	s	
darons	daR§	daron	NOM	m	p	
noyaux	nwajo	noyau	NOM	m	p	
poires	pwaR	poire	NOM	f	p	
asthénie	asteni	asthénie	NOM	f	s	
bouddhistes	budist	bouddhiste	NOM		p	
grimes	gRim	grime	NOM	m	p	
festivité	fEstivite	festivité	NOM	f	s	
consentement	k§s@t°m@	consentement	NOM	m	s	
échouages	eSwaZ	échouage	NOM	m	p	
légitimations	leZitimasj§	légitimation	NOM	f	p	
omniprésence	OmnipRez@s	omniprésence	NOM	f	s	
travelo	tRav°lo	travelo	NOM	m	s	
correspondance	koREsp§d@s	correspondance	NOM	f	s	
sphinges	sf5Z	sphinge	NOM	f	p	
puzzles	p9z9l	puzzle	NOM	m	p	
rythmes	Ritm	rythme	NOM	m	p	
jets	dZEt	jet	NOM	m	p	
croupière	kRupjER	croupière	NOM	f	s	
solutionneur	solysjon9R	solutionneur	NOM	m	s	
dessinés	desine	dessiné	NOM	m	p	
aphorismes	afoRizm	aphorisme	NOM	m	p	
harmonique	aRmonik	harmonique	NOM	m	s	
totalité	totalite	totalité	NOM	f	s	
mormons	mORm§	mormon	NOM	m	p	
bagnes	baN	bagne	NOM	m	p	
secondaire	s°g§dER	secondaire	NOM	m	s	
néophytes	neofit	néophyte	NOM		p	
gyrocompas	ZiRok§pa	gyrocompas	NOM	m		
formules	fORmyl	formule	NOM	f	p	
plum-pudding	plumpudiG	plum-pudding	NOM	m	s	
snack-bars	snakbaR	snack-bar	NOM	m	p	
écueil	ek9j	écueil	NOM	m	s	
kumquats	kOmkwat	kumquat	NOM	m	p	
bagatelle	bagatEl	bagatelle	NOM	f	s	
fresque	fREsk	fresque	NOM	f	s	
explorateurs	EksploRat9R	explorateur	NOM	m	p	
pistage	pistaZ	pistage	NOM	m	s	
